rooms,area_m2,floor_current,floor_total,price,city,district,building_type
2,58,12,17,650,Bakı,Koroğlu m.,Teze tikili
1,53,2,16,450,Xırdalan,Xırdalan,Teze tikili
1,32,1,5,400,Bakı,7-ci mikrorayon q.,Kohne tikili
2,66,15,16,880,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,3,16,850,Bakı,Nəsimi r.,Teze tikili
2,60,7,10,700,Bakı,Gənclik m.,Kohne tikili
3,68,7,9,450,Bakı,Suraxanı r.,Kohne tikili
2,50,3,5,450,Bakı,Memar Əcəmi m.,Kohne tikili
2,35,4,5,500,Bakı,Gənclik m.,Kohne tikili
2,70,2,5,950,Bakı,28 May m.,Kohne tikili
3,115,4,16,800,Bakı,Həzi Aslanov m.,Teze tikili
2,101,7,18,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,6,18,700,Bakı,Badamdar q.,Teze tikili
2,70,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,7,10,750,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,102,7,16,650,Bakı,Həzi Aslanov m.,Teze tikili
1,40,4,10,549,Bakı,Gənclik m.,Kohne tikili
2,80,7,11,750,Bakı,Memar Əcəmi m.,Kohne tikili
2,65,15,19,800,Bakı,Nəsimi r.,Teze tikili
2,80,8,16,849,Bakı,28 May m.,Teze tikili
1,32,1,5,450,Bakı,Memar Əcəmi m.,Kohne tikili
2,43,4,5,400,Bakı,Biləcəri q.,Kohne tikili
3,118,22,23,800,Bakı,20 Yanvar m.,Teze tikili
3,89,3,9,600,Bakı,Binəqədi q.,Kohne tikili
2,43,9,12,400,Sumqayıt,Sumqayıt,Teze tikili
2,90,15,23,800,Bakı,Elmlər Akademiyası m.,Teze tikili
2,65,12,17,650,Bakı,Əhmədli m.,Teze tikili
2,60,2,5,650,Bakı,Nizami m.,Kohne tikili
2,63,4,6,400,Bakı,Masazır q.,Kohne tikili
2,60,6,9,700,Bakı,Xətai r.,Kohne tikili
2,44,1,2,500,Bakı,Bakıxanov q.,Kohne tikili
1,35,2,2,500,Bakı,İçəri Şəhər m.,Kohne tikili
3,115,4,16,850,Bakı,Həzi Aslanov m.,Teze tikili
3,90,3,9,900,Bakı,Yasamal r.,Kohne tikili
2,65,5,5,800,Bakı,28 May m.,Kohne tikili
2,36,3,5,400,Xırdalan,Xırdalan,Kohne tikili
2,50,5,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
2,50,4,4,400,Bakı,Masazır q.,Kohne tikili
3,130,7,17,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,67,7,16,700,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,3,17,500,Bakı,Nizami r.,Teze tikili
4,120,2,10,800,Bakı,Nəsimi m.,Kohne tikili
2,75,5,11,800,Bakı,7-ci mikrorayon q.,Kohne tikili
3,110,14,18,950,Bakı,Nəsimi r.,Teze tikili
2,68,4,16,900,Bakı,Elmlər Akademiyası m.,Teze tikili
3,90,9,10,650,Bakı,Xalqlar Dostluğu m.,Kohne tikili
3,100,6,14,800,Bakı,Nəsimi m.,Teze tikili
2,60,12,17,550,Bakı,Həzi Aslanov m.,Teze tikili
1,30,1,5,700,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,2,5,650,Bakı,Nizami m.,Kohne tikili
2,65,1,4,500,Bakı,9-cu mikrorayon q.,Kohne tikili
2,85,8,14,800,Bakı,Neftçilər m.,Teze tikili
2,50,4,5,650,Bakı,20 Yanvar m.,Kohne tikili
2,60,11,18,800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,65,3,5,850,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,110,14,17,850,Bakı,Qara Qarayev m.,Teze tikili
2,75,15,19,749,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,5,10,800,Bakı,Binəqədi r.,Kohne tikili
3,80,12,14,600,Xırdalan,Xırdalan,Teze tikili
3,82,7,12,500,Bakı,Masazır q.,Teze tikili
2,60,3,14,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,6,16,750,Bakı,Nizami m.,Teze tikili
2,65,1,8,300,Bakı,Masazır q.,Kohne tikili
2,55,4,5,400,Bakı,Memar Əcəmi m.,Kohne tikili
2,50,7,9,500,Bakı,Nəsimi m.,Kohne tikili
1,46,4,6,850,Bakı,Sea Breeze q.,Kohne tikili
2,56,2,5,500,Bakı,İnşaatçılar m.,Kohne tikili
3,100,14,20,950,Bakı,İnşaatçılar m.,Teze tikili
3,80,4,5,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,160,10,14,999,Bakı,Nəriman Nərimanov m.,Teze tikili
2,71,12,18,700,Bakı,Qara Qarayev m.,Teze tikili
2,60,6,9,600,Bakı,Əhmədli m.,Kohne tikili
3,115,7,18,800,Bakı,İnşaatçılar m.,Teze tikili
2,61,3,13,599,Bakı,Yasamal r.,Teze tikili
2,85,16,18,650,Bakı,Nəsimi m.,Teze tikili
2,65,1,5,700,Bakı,İçəri Şəhər m.,Kohne tikili
2,65,8,16,750,Bakı,Elmlər Akademiyası m.,Teze tikili
2,100,18,20,700,Bakı,İnşaatçılar m.,Teze tikili
1,45,21,22,750,Bakı,28 May m.,Teze tikili
2,65,18,20,750,Bakı,20 Yanvar m.,Teze tikili
2,68,8,16,760,Bakı,Badamdar q.,Teze tikili
4,120,17,18,750,Bakı,Gənclik m.,Teze tikili
2,110,14,17,950,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,8,14,600,Bakı,Köhnə Günəşli q.,Teze tikili
2,70,1,14,500,Sumqayıt,Sumqayıt,Teze tikili
2,65,4,7,790,Bakı,Sea Breeze q.,Kohne tikili
2,55,1,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
4,120,5,9,750,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,75,16,18,599,Bakı,Günəşli q.,Teze tikili
1,60,2,7,800,Bakı,Nardaran q.,Kohne tikili
2,110,14,17,849,Bakı,Qara Qarayev m.,Teze tikili
3,135,6,17,800,Bakı,Əhmədli m.,Teze tikili
2,84,8,15,650,Sumqayıt,Sumqayıt,Teze tikili
2,76,2,13,600,Sumqayıt,Sumqayıt,Teze tikili
2,50,7,9,550,Bakı,Nəsimi m.,Kohne tikili
2,55,15,20,650,Bakı,20 Yanvar m.,Teze tikili
3,132,6,17,800,Bakı,Əhmədli m.,Teze tikili
3,80,9,9,749,Bakı,Həzi Aslanov q.,Kohne tikili
2,72,8,14,800,Bakı,Nizami r.,Teze tikili
2,62,1,20,650,Bakı,Həzi Aslanov q.,Teze tikili
3,112,7,10,800,Bakı,İnşaatçılar m.,Kohne tikili
3,145,10,18,999,Bakı,Nərimanov r.,Teze tikili
2,65,9,16,850,Bakı,Gənclik m.,Teze tikili
2,60,3,9,500,Bakı,Həzi Aslanov q.,Kohne tikili
2,55,5,16,849,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,4,5,650,Bakı,Nərimanov r.,Kohne tikili
3,65,2,9,500,Sumqayıt,Sumqayıt,Kohne tikili
2,46,1,3,450,Bakı,Bayıl q.,Kohne tikili
2,55,7,20,640,Bakı,20 Yanvar m.,Teze tikili
2,75,5,13,800,Bakı,28 May m.,Teze tikili
2,60,16,16,600,Bakı,İnşaatçılar m.,Teze tikili
2,67,13,16,500,Sumqayıt,Sumqayıt,Teze tikili
2,60,16,16,600,Bakı,İnşaatçılar m.,Teze tikili
2,80,10,16,650,Bakı,Nəriman Nərimanov m.,Teze tikili
2,102,5,12,600,Bakı,İnşaatçılar m.,Teze tikili
2,50,5,6,350,Bakı,Masazır q.,Kohne tikili
3,132,6,17,800,Bakı,Əhmədli m.,Teze tikili
2,60,2,2,320,Bakı,Binəqədi q.,Kohne tikili
2,70,7,16,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,70,3,9,750,Bakı,Yasamal r.,Kohne tikili
2,60,6,16,750,Bakı,İnşaatçılar m.,Teze tikili
2,70,13,19,950,Bakı,28 May m.,Teze tikili
2,55,15,20,700,Bakı,20 Yanvar m.,Teze tikili
2,70,3,17,900,Bakı,Elmlər Akademiyası m.,Teze tikili
2,72,5,10,800,Bakı,Dərnəgül m.,Kohne tikili
2,80,8,11,850,Bakı,Nərimanov r.,Kohne tikili
2,50,1,1,750,Bakı,Sahil m.,Kohne tikili
1,36,1,5,400,Bakı,Badamdar q.,Kohne tikili
2,65,7,9,749,Bakı,Gənclik m.,Kohne tikili
3,130,12,17,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,2,5,650,Bakı,Nizami m.,Kohne tikili
2,50,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,64,14,18,700,Bakı,Həzi Aslanov m.,Teze tikili
2,70,10,17,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,10,16,799,Bakı,Dərnəgül m.,Teze tikili
2,62,11,16,850,Bakı,Gənclik m.,Teze tikili
2,65,12,17,650,Bakı,Əhmədli m.,Teze tikili
2,65,8,16,450,Xırdalan,Xırdalan,Teze tikili
2,70,16,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,18,20,700,Bakı,20 Yanvar m.,Teze tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
1,35,1,5,360,Bakı,Neftçilər m.,Kohne tikili
1,65,8,16,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,4,14,800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,15,20,700,Bakı,20 Yanvar m.,Teze tikili
2,60,2,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
3,96,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
2,84,6,12,749,Bakı,Nizami m.,Teze tikili
2,45,5,5,350,Xırdalan,Xırdalan,Kohne tikili
2,98,14,17,850,Bakı,Qara Qarayev m.,Teze tikili
3,120,5,16,800,Bakı,Nəriman Nərimanov m.,Teze tikili
1,40,5,5,400,Bakı,Neftçilər m.,Kohne tikili
2,52,14,20,700,Bakı,20 Yanvar m.,Teze tikili
1,58,14,18,650,Bakı,Koroğlu m.,Teze tikili
2,90,6,6,335,Bakı,Ağ şəhər q.,Kohne tikili
3,105,1,14,950,Bakı,Nizami m.,Teze tikili
2,72,18,20,850,Bakı,Nəsimi r.,Teze tikili
2,65,10,16,800,Bakı,Dərnəgül m.,Teze tikili
2,70,3,5,700,Bakı,Gənclik m.,Kohne tikili
3,70,2,2,850,Bakı,Sahil m.,Kohne tikili
3,130,15,16,900,Bakı,Yeni Yasamal q.,Teze tikili
3,125,10,16,750,Bakı,Səbail r.,Teze tikili
2,58,12,17,700,Bakı,Koroğlu m.,Teze tikili
3,75,4,5,630,Bakı,İnşaatçılar m.,Kohne tikili
2,101,8,18,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,5,14,800,Bakı,7-ci mikrorayon q.,Teze tikili
2,85,13,16,800,Bakı,Qara Qarayev m.,Teze tikili
2,60,6,7,900,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,70,2,9,650,Bakı,Gənclik m.,Kohne tikili
2,100,14,17,850,Xırdalan,Xırdalan,Teze tikili
2,86,14,16,900,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,2,14,950,Bakı,Nizami m.,Teze tikili
3,100,4,9,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,45,5,14,380,Sumqayıt,Sumqayıt,Teze tikili
2,65,8,12,500,Xırdalan,Xırdalan,Teze tikili
2,65,7,16,750,Bakı,İnşaatçılar m.,Teze tikili
3,110,3,5,700,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,65,8,9,450,Bakı,Əhmədli m.,Kohne tikili
2,97,4,18,800,Bakı,Koroğlu m.,Teze tikili
3,30,2,15,288,Bakı,3-cü mikrorayon q.,Teze tikili
2,75,8,25,750,Bakı,Yasamal q.,Teze tikili
2,35,3,5,500,Bakı,Elmlər Akademiyası m.,Kohne tikili
4,120,3,7,799,Bakı,Bakıxanov q.,Kohne tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
2,48,2,5,520,Bakı,Memar Əcəmi m.,Kohne tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
2,60,2,5,600,Bakı,İnşaatçılar m.,Kohne tikili
3,80,13,15,850,Bakı,Neftçilər m.,Teze tikili
2,65,9,16,850,Bakı,Gənclik m.,Teze tikili
3,100,4,7,600,Bakı,Badamdar q.,Kohne tikili
2,50,4,5,550,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,80,3,9,700,Bakı,Yasamal r.,Kohne tikili
2,50,6,12,650,Bakı,Yasamal q.,Teze tikili
2,85,7,17,800,Bakı,28 May m.,Teze tikili
2,50,3,16,720,Bakı,Yasamal q.,Teze tikili
2,72,3,4,750,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,74,8,22,770,Bakı,Elmlər Akademiyası m.,Teze tikili
2,60,3,5,450,Bakı,Masazır q.,Kohne tikili
2,72,5,10,850,Bakı,7-ci mikrorayon q.,Kohne tikili
2,70,5,20,700,Bakı,Xətai r.,Teze tikili
3,150,3,9,800,Bakı,Memar Əcəmi m.,Kohne tikili
2,80,9,23,800,Bakı,Bakıxanov q.,Teze tikili
2,68,16,18,700,Bakı,Qara Qarayev m.,Teze tikili
1,45,6,12,600,Bakı,Yasamal q.,Teze tikili
2,55,20,22,800,Bakı,28 May m.,Teze tikili
2,60,13,14,600,Bakı,Yeni Günəşli q.,Teze tikili
2,31,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,70,17,17,600,Bakı,İnşaatçılar m.,Teze tikili
3,100,4,9,800,Bakı,İnşaatçılar m.,Kohne tikili
2,75,2,5,899,Bakı,28 May m.,Kohne tikili
2,75,13,13,650,Bakı,Yeni Yasamal q.,Teze tikili
2,55,2,5,770,Bakı,28 May m.,Kohne tikili
3,92,8,14,500,Sumqayıt,Sumqayıt,Teze tikili
2,90,13,16,900,Bakı,İnşaatçılar m.,Teze tikili
1,36,1,4,400,Bakı,Badamdar q.,Kohne tikili
2,80,5,5,900,Bakı,Sahil m.,Kohne tikili
2,85,10,18,700,Bakı,Azadlıq Prospekti m.,Teze tikili
3,128,14,18,800,Bakı,Dərnəgül m.,Teze tikili
2,55,3,5,560,Bakı,Memar Əcəmi m.,Kohne tikili
2,50,15,20,700,Bakı,20 Yanvar m.,Teze tikili
2,85,12,18,700,Bakı,İnşaatçılar m.,Teze tikili
2,57,4,5,350,Bakı,Biləcəri q.,Kohne tikili
2,60,12,17,540,Bakı,Həzi Aslanov m.,Teze tikili
3,100,3,5,950,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,150,16,17,900,Bakı,İnşaatçılar m.,Teze tikili
4,100,5,9,800,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,65,8,9,600,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,75,10,16,800,Bakı,Nizami m.,Teze tikili
2,42,4,4,380,Bakı,Masazır q.,Kohne tikili
3,85,17,18,600,Bakı,Nəsimi m.,Teze tikili
2,70,2,5,900,Bakı,Nəsimi r.,Kohne tikili
3,107,2,14,980,Bakı,Nizami m.,Teze tikili
2,60,7,9,700,Bakı,Yasamal r.,Kohne tikili
3,105,2,14,980,Bakı,Nizami m.,Teze tikili
2,56,16,17,730,Bakı,Elmlər Akademiyası m.,Teze tikili
2,57,3,12,170,Bakı,Yeni Yasamal q.,Teze tikili
3,80,5,10,580,Bakı,8-ci mikrorayon q.,Kohne tikili
2,50,3,5,600,Bakı,Qara Qarayev m.,Kohne tikili
3,105,2,14,980,Bakı,Nizami m.,Teze tikili
2,60,6,7,900,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
1,40,3,5,630,Bakı,Sahil m.,Kohne tikili
2,62,12,17,650,Bakı,Əhmədli m.,Teze tikili
2,60,8,17,649,Bakı,20 Yanvar m.,Teze tikili
1,80,16,16,600,Bakı,Həzi Aslanov m.,Teze tikili
2,61,8,12,500,Xırdalan,Xırdalan,Teze tikili
2,61,7,9,700,Bakı,Yasamal r.,Kohne tikili
2,60,3,3,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,65,11,12,700,Bakı,Yasamal r.,Teze tikili
3,120,8,13,750,Bakı,İnşaatçılar m.,Teze tikili
3,80,9,16,750,Bakı,20 Yanvar m.,Teze tikili
3,96,5,10,500,Sumqayıt,Sumqayıt,Kohne tikili
2,80,12,18,700,Bakı,Azadlıq Prospekti m.,Teze tikili
2,70,2,9,650,Bakı,Yeni Yasamal q.,Kohne tikili
3,96,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
3,96,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
2,45,1,2,350,Bakı,Sabunçu q.,Kohne tikili
2,40,3,5,400,Bakı,Memar Əcəmi m.,Kohne tikili
2,92,12,18,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,6,16,800,Bakı,Dərnəgül m.,Teze tikili
2,52,5,6,350,Bakı,Masazır q.,Kohne tikili
3,120,14,16,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,6,7,900,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,43,3,4,300,Xırdalan,Xırdalan,Kohne tikili
2,75,5,10,800,Bakı,Binəqədi r.,Kohne tikili
2,65,1,8,470,Xırdalan,Xırdalan,Kohne tikili
3,70,4,5,900,Bakı,Səbail r.,Kohne tikili
2,70,4,5,900,Bakı,Xətai r.,Kohne tikili
1,60,10,16,650,Bakı,28 May m.,Teze tikili
2,65,17,18,850,Bakı,Memar Əcəmi m.,Teze tikili
3,125,15,18,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,4,9,650,Bakı,Xalqlar Dostluğu m.,Kohne tikili
2,60,6,19,650,Bakı,20 Yanvar m.,Teze tikili
2,55,5,15,550,Bakı,Neftçilər m.,Teze tikili
3,84,17,17,750,Bakı,Elmlər Akademiyası m.,Teze tikili
3,88,8,12,750,Bakı,Yasamal q.,Teze tikili
2,94,5,16,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,67,9,16,750,Bakı,Qara Qarayev m.,Teze tikili
2,65,17,18,500,Bakı,Həzi Aslanov m.,Teze tikili
2,60,3,3,650,Bakı,Nərimanov r.,Kohne tikili
2,56,18,18,600,Bakı,İnşaatçılar m.,Teze tikili
2,60,2,9,650,Bakı,İnşaatçılar m.,Kohne tikili
2,70,4,5,700,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,58,5,5,500,Bakı,Xətai r.,Kohne tikili
2,60,9,12,800,Bakı,Nəsimi r.,Teze tikili
1,30,2,5,550,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,60,1,18,750,Bakı,Nərimanov r.,Teze tikili
2,50,3,16,800,Bakı,Yasamal r.,Teze tikili
2,72,8,17,850,Bakı,Nəriman Nərimanov m.,Teze tikili
2,80,13,13,750,Bakı,Gənclik m.,Teze tikili
2,70,2,5,700,Bakı,Nəsimi r.,Kohne tikili
2,60,2,20,650,Bakı,20 Yanvar m.,Teze tikili
4,120,3,7,800,Bakı,Bakıxanov q.,Kohne tikili
3,85,17,18,600,Bakı,Nəsimi m.,Teze tikili
3,60,1,5,700,Bakı,Böyükşor q.,Kohne tikili
2,62,10,15,850,Bakı,Bakmil m.,Teze tikili
2,45,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,140,3,17,900,Bakı,İnşaatçılar m.,Teze tikili
1,30,10,20,550,Bakı,20 Yanvar m.,Teze tikili
2,60,2,4,750,Bakı,28 May m.,Kohne tikili
2,80,12,19,800,Bakı,İnşaatçılar m.,Teze tikili
3,70,3,9,700,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,50,10,20,650,Bakı,20 Yanvar m.,Teze tikili
2,66,14,18,900,Bakı,Nəsimi r.,Teze tikili
3,96,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,8,9,850,Bakı,İnşaatçılar m.,Kohne tikili
3,70,4,9,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,12,16,999,Bakı,Gənclik m.,Teze tikili
2,55,9,11,799,Bakı,8 Noyabr m.,Kohne tikili
2,65,3,5,650,Bakı,Memar Əcəmi m.,Kohne tikili
3,95,17,18,599,Bakı,Nəsimi m.,Teze tikili
1,35,4,4,400,Bakı,Yasamal q.,Kohne tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
3,88,8,9,600,Sumqayıt,Sumqayıt,Kohne tikili
3,96,15,16,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,50,11,20,650,Bakı,İnşaatçılar m.,Teze tikili
2,82,7,10,850,Bakı,Gənclik m.,Kohne tikili
1,30,1,3,300,Bakı,Yasamal q.,Kohne tikili
2,55,5,16,850,Bakı,Nəriman Nərimanov m.,Teze tikili
3,70,4,9,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,100,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,2,20,650,Bakı,Nəsimi m.,Teze tikili
2,60,16,18,600,Bakı,Memar Əcəmi m.,Teze tikili
2,45,8,17,700,Bakı,Xətai r.,Teze tikili
2,70,7,16,850,Bakı,Nizami m.,Teze tikili
2,80,12,17,600,Bakı,Yeni Yasamal q.,Teze tikili
2,80,3,10,650,Bakı,Xətai r.,Kohne tikili
2,56,8,9,350,Bakı,Masazır q.,Kohne tikili
3,115,2,14,950,Bakı,Nizami m.,Teze tikili
3,140,10,12,650,Bakı,Neftçilər m.,Teze tikili
2,65,9,16,800,Bakı,Dərnəgül m.,Teze tikili
4,78,1,9,770,Bakı,İnşaatçılar m.,Kohne tikili
3,120,10,11,850,Bakı,8-ci kilometr q.,Kohne tikili
2,70,16,18,700,Bakı,Qara Qarayev m.,Teze tikili
2,60,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
2,47,15,16,550,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,82,5,16,750,Bakı,Nəsimi r.,Teze tikili
2,59,5,5,500,Bakı,Xətai r.,Kohne tikili
3,110,9,17,850,Bakı,Həzi Aslanov m.,Teze tikili
2,80,16,20,700,Bakı,Həzi Aslanov m.,Teze tikili
3,105,2,14,980,Bakı,Nizami m.,Teze tikili
3,130,14,19,752,Bakı,Nəriman Nərimanov m.,Teze tikili
3,85,17,18,600,Bakı,9-cu mikrorayon q.,Teze tikili
3,105,9,12,750,Bakı,Həzi Aslanov m.,Teze tikili
2,48,5,9,350,Sumqayıt,Sumqayıt,Kohne tikili
3,100,8,12,800,Bakı,İnşaatçılar m.,Teze tikili
3,70,3,5,650,Bakı,İnşaatçılar m.,Kohne tikili
2,92,12,20,850,Bakı,8 Noyabr m.,Teze tikili
3,128,6,12,800,Gəncə,Gəncə,Teze tikili
2,70,4,5,700,Bakı,Nəriman Nərimanov m.,Kohne tikili
1,35,4,5,450,Bakı,İnşaatçılar m.,Kohne tikili
2,60,9,11,800,Bakı,8 Noyabr m.,Kohne tikili
3,67,1,12,499,Bakı,Azadlıq Prospekti m.,Teze tikili
4,100,1,9,750,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,55,4,5,650,Bakı,20 Yanvar m.,Kohne tikili
2,56,6,12,750,Bakı,İnşaatçılar m.,Teze tikili
2,65,9,18,670,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,3,5,900,Bakı,28 May m.,Kohne tikili
3,85,1,2,500,Bakı,Həzi Aslanov m.,Kohne tikili
2,55,10,17,500,Bakı,Biləcəri q.,Teze tikili
2,60,13,20,600,Bakı,20 Yanvar m.,Teze tikili
2,32,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,65,17,27,900,Bakı,Yasamal q.,Teze tikili
3,76,16,18,750,Bakı,Memar Əcəmi m.,Teze tikili
2,64,14,18,700,Bakı,Xətai r.,Teze tikili
2,55,4,16,850,Bakı,Yasamal r.,Teze tikili
1,38,4,9,599,Bakı,Yasamal r.,Kohne tikili
2,60,5,15,650,Bakı,Əhmədli m.,Teze tikili
2,31,4,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,85,7,9,700,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
1,31,4,10,550,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,70,3,5,700,Bakı,Nərimanov r.,Kohne tikili
2,50,14,20,650,Bakı,20 Yanvar m.,Teze tikili
3,110,9,17,850,Bakı,Həzi Aslanov m.,Teze tikili
2,98,7,20,950,Bakı,20 Yanvar m.,Teze tikili
3,75,2,14,590,Xırdalan,Xırdalan,Teze tikili
2,60,5,5,250,Gəncə,Gəncə,Kohne tikili
2,87,8,17,600,Bakı,Həzi Aslanov m.,Teze tikili
2,95,7,16,650,Bakı,Həzi Aslanov m.,Teze tikili
2,68,8,9,500,Bakı,Həzi Aslanov m.,Kohne tikili
2,90,12,17,630,Bakı,Həzi Aslanov m.,Teze tikili
2,70,9,12,650,Bakı,Qaraçuxur q.,Teze tikili
2,60,7,9,550,Bakı,Bakıxanov q.,Kohne tikili
3,120,10,18,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,7,9,400,Bakı,Əhmədli m.,Kohne tikili
3,96,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
2,85,6,16,850,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,5,9,400,Bakı,Əhmədli q.,Kohne tikili
2,50,13,20,700,Bakı,Nəsimi r.,Teze tikili
2,78,18,20,850,Bakı,Nəsimi r.,Teze tikili
2,65,3,9,550,Bakı,Xalqlar Dostluğu m.,Kohne tikili
2,77,7,14,530,Sumqayıt,Sumqayıt,Teze tikili
2,90,4,17,700,Bakı,Nəriman Nərimanov m.,Teze tikili
3,70,1,5,750,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,111,3,17,999,Bakı,Elmlər Akademiyası m.,Teze tikili
2,72,18,20,850,Bakı,Xətai r.,Teze tikili
2,70,6,9,450,Bakı,Əhmədli q.,Kohne tikili
2,60,6,9,800,Bakı,8-ci mikrorayon q.,Kohne tikili
3,60,3,7,450,Xırdalan,Xırdalan,Kohne tikili
2,60,4,5,650,Bakı,20 Yanvar m.,Kohne tikili
3,90,2,6,800,Bakı,Neftçilər m.,Kohne tikili
3,110,9,17,850,Bakı,Həzi Aslanov m.,Teze tikili
3,60,1,5,550,Bakı,Xalqlar Dostluğu m.,Kohne tikili
2,45,8,9,400,Bakı,Massiv D q.,Kohne tikili
2,60,18,19,600,Bakı,20 Yanvar m.,Teze tikili
2,85,3,17,600,Bakı,Həzi Aslanov q.,Teze tikili
2,70,5,5,650,Bakı,Neftçilər m.,Kohne tikili
4,186,9,17,200,Bakı,Azadlıq Prospekti m.,Teze tikili
2,45,11,16,850,Bakı,Kubinka q.,Teze tikili
2,56,9,14,500,Bakı,Yasamal r.,Teze tikili
2,76,13,14,500,Sumqayıt,Sumqayıt,Teze tikili
2,45,8,9,400,Bakı,Xətai r.,Kohne tikili
3,75,4,5,630,Bakı,İnşaatçılar m.,Kohne tikili
2,60,16,17,850,Bakı,Memar Əcəmi m.,Teze tikili
2,55,9,11,800,Bakı,Nərimanov r.,Kohne tikili
2,60,2,9,599,Bakı,Yasamal r.,Kohne tikili
3,100,2,14,980,Bakı,Nizami m.,Teze tikili
2,40,12,16,700,Bakı,Nəriman Nərimanov m.,Teze tikili
2,85,9,18,850,Bakı,20 Yanvar m.,Teze tikili
2,85,11,18,950,Bakı,Yasamal r.,Teze tikili
2,65,4,15,799,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,95,15,18,650,Bakı,Əhmədli m.,Teze tikili
2,65,10,17,950,Bakı,Nizami m.,Teze tikili
2,50,4,6,850,Bakı,28 May m.,Kohne tikili
