rooms,area_m2,floor_current,floor_total,price,city,district,building_type
3,110,14,16,950,Bakı,Nəsimi r.,Teze tikili
3,75,5,9,799,Bakı,Səbail r.,Kohne tikili
3,135,9,17,2200,Bakı,28 May m.,Teze tikili
3,81,6,13,750,Bakı,Badamdar q.,Teze tikili
4,160,3,15,900,Bakı,Nəsimi r.,Teze tikili
2,85,10,16,800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,2,5,850,Bakı,28 May m.,Kohne tikili
3,135,5,17,1200,Bakı,Binəqədi r.,Teze tikili
3,110,8,22,2400,Bakı,28 May m.,Teze tikili
3,80,1,5,900,Bakı,Nizami m.,Kohne tikili
2,65,4,20,900,Bakı,Nərimanov r.,Teze tikili
2,120,17,21,2000,Bakı,Ağ şəhər q.,Teze tikili
3,100,5,6,1900,Bakı,Sahil m.,Kohne tikili
2,90,14,16,1050,Bakı,Nəsimi r.,Teze tikili
3,125,11,12,1000,Bakı,8 Noyabr m.,Teze tikili
2,68,3,5,700,Bakı,Qara Qarayev m.,Kohne tikili
3,115,2,16,1150,Bakı,Dərnəgül m.,Teze tikili
2,70,14,21,1200,Bakı,28 May m.,Teze tikili
2,80,9,16,800,Bakı,Nizami m.,Teze tikili
2,78,17,19,1100,Bakı,Nərimanov r.,Teze tikili
3,124,11,17,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,17,17,1100,Bakı,Nərimanov r.,Teze tikili
2,70,1,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
2,55,5,16,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,105,10,16,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,95,7,7,1700,Bakı,Ağ şəhər q.,Kohne tikili
4,200,10,12,1500,Bakı,Nizami m.,Teze tikili
2,110,8,16,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
3,150,13,18,1400,Bakı,Gənclik m.,Teze tikili
3,110,15,17,1000,Bakı,Nəsimi r.,Teze tikili
3,120,12,19,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,80,4,4,1000,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,140,3,6,1750,Bakı,Ağ şəhər q.,Kohne tikili
3,65,4,5,650,Bakı,Memar Əcəmi m.,Kohne tikili
3,97,3,17,1200,Bakı,8 Noyabr m.,Teze tikili
2,77,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
4,192,9,12,1900,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,26,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,150,15,18,1100,Bakı,Gənclik m.,Teze tikili
3,95,15,20,950,Bakı,Nəsimi r.,Teze tikili
2,75,8,16,850,Bakı,Azadlıq Prospekti m.,Teze tikili
3,110,12,18,950,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,5,14,400,Sumqayıt,Sumqayıt,Teze tikili
2,90,19,20,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,105,9,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,107,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,220,4,20,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,200,5,16,2000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,2,5,600,Bakı,Koroğlu m.,Kohne tikili
2,114,19,21,850,Bakı,Nizami m.,Teze tikili
2,90,13,17,700,Bakı,Memar Əcəmi m.,Teze tikili
2,72,7,16,650,Bakı,Elmlər Akademiyası m.,Teze tikili
4,160,10,14,2200,Bakı,Elmlər Akademiyası m.,Teze tikili
2,110,16,20,750,Bakı,8-ci kilometr q.,Teze tikili
2,70,3,5,699,Bakı,Qara Qarayev m.,Kohne tikili
3,70,5,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
3,120,12,17,1700,Bakı,28 May m.,Teze tikili
2,110,17,21,1700,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,55,6,9,600,Bakı,Nizami r.,Kohne tikili
3,114,12,18,800,Bakı,Memar Əcəmi m.,Teze tikili
2,100,5,7,2300,Bakı,Ağ şəhər q.,Kohne tikili
2,60,8,18,650,Bakı,Neftçilər m.,Teze tikili
1,40,14,17,500,Bakı,Nərimanov r.,Teze tikili
1,30,18,20,600,Bakı,20 Yanvar m.,Teze tikili
2,103,3,17,1300,Bakı,28 May m.,Teze tikili
2,70,5,18,899,Bakı,Nərimanov r.,Teze tikili
2,63,7,17,1400,Bakı,Xətai r.,Teze tikili
3,125,9,17,1200,Bakı,Gənclik m.,Teze tikili
2,65,16,18,1000,Bakı,28 May m.,Teze tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
3,125,11,12,1000,Bakı,8 Noyabr m.,Teze tikili
2,55,5,5,600,Bakı,İnşaatçılar m.,Kohne tikili
3,60,5,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
2,90,4,22,900,Bakı,Nəriman Nərimanov m.,Teze tikili
3,120,9,9,850,Bakı,Nizami m.,Kohne tikili
2,108,16,22,1500,Bakı,28 May m.,Teze tikili
3,138,14,16,1450,Bakı,Nəriman Nərimanov m.,Teze tikili
2,82,6,20,470,Bakı,İnşaatçılar m.,Teze tikili
2,70,9,16,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,120,3,5,750,Bakı,Nəsimi r.,Kohne tikili
2,66,8,12,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,12,17,1000,Bakı,8 Noyabr m.,Teze tikili
3,80,4,9,799,Bakı,Səbail r.,Kohne tikili
2,40,4,4,300,Xırdalan,Xırdalan,Kohne tikili
2,60,11,17,1200,Bakı,28 May m.,Teze tikili
2,100,5,7,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,70,4,16,900,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,3,17,1100,Bakı,8 Noyabr m.,Teze tikili
3,110,12,20,1000,Bakı,Nizami r.,Teze tikili
3,168,7,8,1350,Bakı,Nizami m.,Kohne tikili
2,75,12,13,1200,Bakı,İçəri Şəhər m.,Teze tikili
3,90,10,16,700,Bakı,Əhmədli m.,Teze tikili
3,87,16,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,180,7,17,1400,Bakı,Elmlər Akademiyası m.,Teze tikili
2,80,10,18,1300,Bakı,Gənclik m.,Teze tikili
3,100,3,5,900,Bakı,Nəsimi r.,Kohne tikili
3,130,3,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,50,3,7,1400,Bakı,Ağ şəhər q.,Kohne tikili
2,50,4,16,750,Bakı,Koroğlu m.,Teze tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
3,68,2,5,699,Bakı,Neftçilər m.,Kohne tikili
3,110,12,20,1000,Bakı,8-ci kilometr q.,Teze tikili
2,70,4,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,11,17,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
4,100,4,5,999,Bakı,Nəsimi r.,Kohne tikili
2,95,9,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,14,17,850,Bakı,28 May m.,Teze tikili
2,90,8,14,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,67,4,21,900,Bakı,28 May m.,Teze tikili
3,150,3,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,50,8,16,700,Bakı,20 Yanvar m.,Teze tikili
3,130,14,18,750,Bakı,İnşaatçılar m.,Teze tikili
2,50,4,18,600,Bakı,Yeni Günəşli q.,Teze tikili
3,100,3,17,1200,Bakı,8 Noyabr m.,Teze tikili
2,70,6,17,750,Bakı,Əhmədli m.,Teze tikili
3,80,7,17,1400,Bakı,Bakmil m.,Teze tikili
3,80,6,14,970,Bakı,Nərimanov r.,Teze tikili
2,60,13,17,1500,Bakı,Nizami m.,Teze tikili
3,100,13,16,800,Bakı,Memar Əcəmi m.,Teze tikili
2,50,3,3,1600,Bakı,Ağ şəhər q.,Kohne tikili
2,55,1,5,500,Bakı,Dərnəgül m.,Kohne tikili
2,60,8,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,136,12,18,1500,Bakı,İnşaatçılar m.,Teze tikili
2,55,4,18,599,Bakı,Massiv D q.,Teze tikili
3,140,6,7,2100,Bakı,Ağ şəhər q.,Kohne tikili
3,78,7,16,600,Bakı,Yeni Yasamal q.,Teze tikili
2,50,9,21,650,Bakı,20 Yanvar m.,Teze tikili
3,100,7,8,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,60,16,16,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,75,3,5,700,Bakı,Nəsimi r.,Kohne tikili
2,58,4,5,850,Bakı,Yasamal r.,Kohne tikili
3,105,14,27,1200,Bakı,8 Noyabr m.,Teze tikili
2,70,2,18,900,Bakı,Nəsimi r.,Teze tikili
2,50,16,17,800,Bakı,Neftçilər m.,Teze tikili
2,81,7,21,999,Bakı,Xətai r.,Teze tikili
2,105,18,18,666,Bakı,İnşaatçılar m.,Teze tikili
2,51,15,16,1000,Bakı,28 May m.,Teze tikili
3,150,5,12,1200,Bakı,Nizami m.,Teze tikili
3,70,4,17,1200,Bakı,Səbail r.,Teze tikili
2,120,15,18,1800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,11,17,1299,Bakı,Nəriman Nərimanov m.,Teze tikili
2,44,3,6,350,Bakı,Masazır q.,Kohne tikili
4,190,2,17,1200,Bakı,20 Yanvar m.,Teze tikili
2,55,5,5,650,Bakı,Gənclik m.,Kohne tikili
2,65,17,18,650,Bakı,Həzi Aslanov m.,Teze tikili
3,90,15,17,750,Bakı,20 Yanvar m.,Teze tikili
4,160,10,16,2200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,75,3,5,700,Bakı,Nəsimi r.,Kohne tikili
4,200,12,18,1200,Bakı,Nəsimi r.,Teze tikili
3,168,7,8,1400,Bakı,Nizami m.,Kohne tikili
1,40,3,5,550,Bakı,Sahil m.,Kohne tikili
3,80,7,21,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,5,5,750,Bakı,Nəsimi r.,Kohne tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
4,220,10,16,1250,Bakı,Nəsimi r.,Teze tikili
2,95,10,15,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,76,9,14,450,Sumqayıt,Sumqayıt,Teze tikili
2,56,11,16,1200,Bakı,Səbail r.,Teze tikili
2,60,9,21,650,Bakı,20 Yanvar m.,Teze tikili
3,115,14,14,1200,Bakı,28 May m.,Teze tikili
2,65,16,18,1000,Bakı,28 May m.,Teze tikili
3,110,18,22,1500,Bakı,Yasamal q.,Teze tikili
3,150,10,18,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,55,15,17,800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,147,7,14,1200,Bakı,Nizami m.,Teze tikili
2,65,8,16,1000,Bakı,Nərimanov r.,Teze tikili
2,100,8,24,1500,Bakı,Ağ şəhər q.,Teze tikili
3,130,15,18,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,15,16,1100,Bakı,20 Yanvar m.,Teze tikili
2,60,10,14,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,55,4,5,1100,Bakı,Sahil m.,Kohne tikili
2,60,15,17,450,Xırdalan,Xırdalan,Teze tikili
2,50,1,16,750,Bakı,8-ci mikrorayon q.,Teze tikili
3,125,11,12,900,Bakı,8 Noyabr m.,Teze tikili
2,65,4,5,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,70,12,18,700,Bakı,20 Yanvar m.,Teze tikili
2,106,26,27,1200,Bakı,8 Noyabr m.,Teze tikili
2,85,11,18,999,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,173,15,20,1800,Bakı,28 May m.,Teze tikili
3,100,6,16,1300,Bakı,28 May m.,Teze tikili
2,60,4,18,750,Bakı,Həzi Aslanov m.,Teze tikili
2,100,14,21,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,13,16,1500,Bakı,Nizami m.,Teze tikili
3,87,9,17,1300,Bakı,28 May m.,Teze tikili
2,50,2,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
1,30,19,20,600,Bakı,20 Yanvar m.,Teze tikili
2,60,4,10,800,Bakı,Nizami m.,Kohne tikili
3,70,2,4,800,Bakı,Gənclik m.,Kohne tikili
3,105,9,23,2500,Bakı,28 May m.,Teze tikili
1,30,19,20,600,Bakı,20 Yanvar m.,Teze tikili
3,130,10,14,1000,Bakı,Nəsimi r.,Teze tikili
1,55,7,15,850,Bakı,Nərimanov r.,Teze tikili
2,80,12,17,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,125,11,15,1000,Bakı,Nəsimi r.,Teze tikili
3,120,11,16,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,15,17,860,Bakı,Neftçilər m.,Teze tikili
2,50,1,3,799,Bakı,Sahil m.,Kohne tikili
2,90,10,19,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,200,5,17,1400,Bakı,28 May m.,Teze tikili
2,55,11,16,1200,Bakı,Bayıl q.,Teze tikili
3,152,4,5,2000,Bakı,Xətai r.,Kohne tikili
2,71,7,7,400,Bakı,Masazır q.,Kohne tikili
2,40,4,4,499,Bakı,Gənclik m.,Kohne tikili
2,60,10,16,300,Xırdalan,Xırdalan,Teze tikili
3,110,12,20,999,Bakı,Neftçilər m.,Teze tikili
3,120,14,17,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
1,30,19,20,600,Bakı,20 Yanvar m.,Teze tikili
3,137,14,19,799,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,11,14,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,12,20,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,95,3,6,1200,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,65,10,14,1000,Bakı,28 May m.,Teze tikili
3,80,5,9,850,Bakı,Səbail r.,Kohne tikili
1,55,7,15,850,Bakı,Nərimanov r.,Teze tikili
2,75,7,8,730,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,58,2,16,400,Xırdalan,Xırdalan,Teze tikili
3,90,5,6,1100,Bakı,28 May m.,Kohne tikili
3,70,16,18,750,Bakı,İnşaatçılar m.,Teze tikili
2,70,16,17,800,Bakı,Neftçilər m.,Teze tikili
2,55,5,5,650,Bakı,Gənclik m.,Kohne tikili
3,145,3,4,2000,Bakı,Ağ şəhər q.,Kohne tikili
2,80,8,18,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,100,11,19,2200,Bakı,Bayıl q.,Teze tikili
2,60,4,4,800,Bakı,Sahil m.,Kohne tikili
3,75,4,17,1150,Bakı,Bayıl q.,Teze tikili
3,115,3,20,750,Bakı,Yeni Yasamal q.,Teze tikili
4,125,6,17,950,Bakı,Nəriman Nərimanov m.,Teze tikili
2,88,15,20,750,Bakı,Həzi Aslanov m.,Teze tikili
2,70,13,16,1550,Bakı,Nizami m.,Teze tikili
3,75,5,9,850,Bakı,Memar Əcəmi m.,Kohne tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,54,18,19,650,Bakı,20 Yanvar m.,Teze tikili
3,70,3,17,1200,Bakı,Səbail r.,Teze tikili
2,70,15,16,550,Xırdalan,Xırdalan,Teze tikili
2,70,8,16,650,Bakı,Əhmədli m.,Teze tikili
3,120,14,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,5,5,649,Bakı,Gənclik m.,Kohne tikili
2,80,14,22,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,145,3,4,2000,Bakı,Ağ şəhər q.,Kohne tikili
2,95,13,17,750,Bakı,Nəsimi m.,Teze tikili
2,77,12,15,900,Bakı,Gənclik m.,Teze tikili
3,100,7,8,1900,Bakı,Ağ şəhər q.,Kohne tikili
2,50,9,21,650,Bakı,20 Yanvar m.,Teze tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
2,55,8,16,700,Bakı,Azadlıq Prospekti m.,Teze tikili
2,40,4,4,350,Xırdalan,Xırdalan,Kohne tikili
4,165,17,18,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
2,74,14,18,800,Bakı,Qara Qarayev m.,Teze tikili
2,65,3,9,700,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,80,15,20,750,Bakı,Həzi Aslanov m.,Teze tikili
3,120,14,18,1000,Bakı,Qara Qarayev m.,Teze tikili
1,55,16,16,500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,90,12,16,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
3,97,5,16,1200,Bakı,8 Noyabr m.,Teze tikili
2,60,12,18,700,Bakı,Qara Qarayev m.,Teze tikili
3,70,4,17,1200,Bakı,Sahil m.,Teze tikili
2,50,1,5,400,Xırdalan,Xırdalan,Kohne tikili
2,55,5,7,750,Bakı,8 Noyabr m.,Kohne tikili
4,120,3,4,1900,Bakı,Sahil m.,Kohne tikili
2,50,2,9,750,Bakı,Gənclik m.,Kohne tikili
2,50,2,5,800,Bakı,28 May m.,Kohne tikili
2,65,3,9,550,Bakı,8-ci mikrorayon q.,Kohne tikili
3,147,7,14,1200,Bakı,Nizami m.,Teze tikili
2,76,10,18,1300,Bakı,Nizami m.,Teze tikili
2,85,10,16,1000,Bakı,Dərnəgül m.,Teze tikili
2,60,5,9,700,Bakı,Gənclik m.,Kohne tikili
2,75,1,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
3,120,9,18,1300,Bakı,28 May m.,Teze tikili
2,80,14,18,850,Bakı,28 May m.,Teze tikili
4,170,2,12,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,140,16,17,1100,Bakı,Nizami m.,Teze tikili
3,115,3,20,750,Bakı,İnşaatçılar m.,Teze tikili
3,110,17,20,600,Bakı,Yeni Yasamal q.,Teze tikili
3,70,2,4,1200,Bakı,Sahil m.,Kohne tikili
4,140,1,4,1099,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,95,7,10,750,Bakı,İnşaatçılar m.,Kohne tikili
3,130,21,21,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,16,18,1000,Bakı,28 May m.,Teze tikili
2,60,6,9,700,Bakı,Əhmədli m.,Kohne tikili
3,130,13,19,800,Bakı,Nəriman Nərimanov m.,Teze tikili
3,120,11,17,1450,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,24,27,1500,Bakı,8 Noyabr m.,Teze tikili
2,60,4,5,850,Bakı,Yasamal r.,Kohne tikili
2,60,5,7,1400,Bakı,Ağ şəhər q.,Kohne tikili
3,82,5,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,125,11,12,1000,Bakı,Nəsimi r.,Teze tikili
2,50,8,16,630,Bakı,Yasamal q.,Teze tikili
3,158,2,6,1500,Bakı,Şıxov q.,Kohne tikili
2,70,3,6,1100,Bakı,İçəri Şəhər m.,Kohne tikili
2,60,6,17,350,Xırdalan,Xırdalan,Teze tikili
3,100,7,10,1900,Bakı,Xətai r.,Kohne tikili
3,87,16,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,100,9,19,1000,Bakı,Nizami m.,Teze tikili
3,80,4,5,900,Bakı,Nizami m.,Kohne tikili
2,55,4,6,640,Bakı,Qara Qarayev m.,Kohne tikili
3,100,3,17,1200,Bakı,8 Noyabr m.,Teze tikili
4,220,7,16,2000,Bakı,28 May m.,Teze tikili
3,119,12,20,2500,Bakı,Ağ şəhər q.,Teze tikili
3,102,21,21,1300,Bakı,Xətai r.,Teze tikili
2,105,21,24,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,110,2,5,1400,Bakı,Sahil m.,Kohne tikili
3,105,8,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,9,12,650,Bakı,8 Noyabr m.,Teze tikili
4,155,2,12,1200,Bakı,Nərimanov r.,Teze tikili
2,55,7,16,849,Bakı,Nizami m.,Teze tikili
2,65,2,6,570,Bakı,Əhmədli m.,Kohne tikili
3,120,11,17,1299,Bakı,Gənclik m.,Teze tikili
3,90,16,21,1300,Bakı,Nəsimi r.,Teze tikili
3,125,15,18,800,Bakı,Yeni Yasamal q.,Teze tikili
4,60,4,5,650,Bakı,8 Noyabr m.,Kohne tikili
2,50,5,5,550,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,50,1,5,420,Bakı,Memar Əcəmi m.,Kohne tikili
2,80,5,16,850,Bakı,Azadlıq Prospekti m.,Teze tikili
2,75,4,21,899,Bakı,Nərimanov r.,Teze tikili
2,60,4,10,600,Bakı,Xalqlar Dostluğu m.,Kohne tikili
3,70,4,17,1200,Bakı,Səbail r.,Teze tikili
2,90,15,20,750,Bakı,Xətai r.,Teze tikili
3,110,2,21,950,Bakı,Bakmil m.,Teze tikili
2,60,7,15,430,Xırdalan,Xırdalan,Teze tikili
2,60,10,14,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,90,6,20,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,181,9,17,1600,Bakı,Elmlər Akademiyası m.,Teze tikili
3,80,4,5,900,Bakı,Nizami m.,Kohne tikili
2,90,4,17,649,Bakı,Həzi Aslanov m.,Teze tikili
3,110,3,14,1100,Bakı,Nəsimi r.,Teze tikili
2,80,14,17,799,Bakı,Qara Qarayev m.,Teze tikili
2,55,14,15,600,Bakı,Xalqlar Dostluğu m.,Teze tikili
2,65,13,22,699,Bakı,Həzi Aslanov m.,Teze tikili
4,215,9,17,2000,Bakı,28 May m.,Teze tikili
3,145,6,23,1500,Bakı,Nizami m.,Teze tikili
3,70,4,17,1200,Bakı,Bayıl q.,Teze tikili
3,120,12,19,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,3,17,1200,Bakı,8 Noyabr m.,Teze tikili
3,116,5,15,1200,Bakı,Gənclik m.,Teze tikili
3,80,4,5,900,Bakı,Nizami m.,Kohne tikili
3,148,12,20,1500,Bakı,8 Noyabr m.,Teze tikili
3,75,4,17,1199,Bakı,Səbail r.,Teze tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
2,76,9,17,600,Bakı,Həzi Aslanov m.,Teze tikili
2,114,2,13,1200,Bakı,Nizami m.,Teze tikili
2,56,11,20,670,Bakı,20 Yanvar m.,Teze tikili
3,120,10,16,1300,Bakı,28 May m.,Teze tikili
2,100,11,12,650,Bakı,Neftçilər m.,Teze tikili
2,75,3,9,750,Bakı,Gənclik m.,Kohne tikili
2,60,2,4,800,Bakı,Nəsimi r.,Kohne tikili
3,130,2,18,850,Bakı,İnşaatçılar m.,Teze tikili
2,55,16,20,900,Bakı,Nərimanov r.,Teze tikili
3,130,21,21,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,65,2,19,650,Bakı,Neftçilər m.,Teze tikili
2,60,12,17,700,Bakı,Qara Qarayev m.,Teze tikili
2,57,4,5,850,Bakı,28 May m.,Kohne tikili
2,105,3,7,1000,Bakı,Nəriman Nərimanov m.,Kohne tikili
4,180,4,16,2000,Bakı,Nəsimi r.,Teze tikili
2,55,4,14,550,Xırdalan,Xırdalan,Teze tikili
3,115,6,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
4,105,4,5,1100,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,90,10,20,1500,Bakı,Bayıl q.,Teze tikili
3,87,8,18,1900,Bakı,Elmlər Akademiyası m.,Teze tikili
3,147,11,27,1400,Bakı,8 Noyabr m.,Teze tikili
2,100,13,15,1250,Bakı,28 May m.,Teze tikili
3,110,4,8,2100,Bakı,Ağ şəhər q.,Kohne tikili
2,65,2,17,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,113,10,18,1700,Bakı,Nəsimi r.,Teze tikili
3,160,7,8,1600,Bakı,Nizami m.,Kohne tikili
3,97,3,17,1200,Bakı,8 Noyabr m.,Teze tikili
2,77,11,17,1200,Bakı,Nizami m.,Teze tikili
3,110,4,9,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,120,5,15,1000,Bakı,Neftçilər m.,Teze tikili
2,106,26,27,1200,Bakı,8 Noyabr m.,Teze tikili
2,86,12,17,1500,Bakı,28 May m.,Teze tikili
3,70,4,17,1200,Bakı,Bayıl q.,Teze tikili
2,75,5,5,650,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,80,14,17,850,Bakı,28 May m.,Teze tikili
2,55,5,5,550,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,107,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,90,2,3,500,Bakı,Xəzər r.,Kohne tikili
2,80,14,17,850,Bakı,28 May m.,Teze tikili
3,102,5,19,1200,Bakı,8 Noyabr m.,Teze tikili
4,120,3,5,1000,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,140,6,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,4,18,800,Bakı,Həzi Aslanov m.,Teze tikili
2,90,5,17,1300,Bakı,28 May m.,Teze tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
3,95,3,14,1100,Bakı,Bakmil m.,Teze tikili
3,144,9,17,1600,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,7,17,550,Bakı,Həzi Aslanov m.,Teze tikili
3,110,4,17,1200,Bakı,8 Noyabr m.,Teze tikili
2,65,4,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
3,130,10,16,1250,Bakı,Nəsimi r.,Teze tikili
3,168,7,8,1600,Bakı,Nizami m.,Kohne tikili
2,50,13,19,700,Bakı,Nərimanov r.,Teze tikili
3,101,3,25,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,4,5,890,Bakı,28 May m.,Kohne tikili
2,60,4,9,700,Bakı,Gənclik m.,Kohne tikili
1,45,4,17,700,Bakı,28 May m.,Teze tikili
3,110,21,21,669,Bakı,Yasamal r.,Teze tikili
2,65,16,17,800,Bakı,Neftçilər m.,Teze tikili
3,110,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,105,6,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
1,35,17,17,420,Bakı,İnşaatçılar m.,Teze tikili
2,90,13,16,2350,Bakı,28 May m.,Teze tikili
2,60,4,5,850,Bakı,Yasamal r.,Kohne tikili
3,106,10,27,1300,Bakı,Yasamal r.,Teze tikili
2,60,6,9,700,Bakı,Əhmədli m.,Kohne tikili
3,145,10,18,1000,Bakı,Səbail r.,Teze tikili
3,130,2,6,2200,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
1,41,9,16,700,Bakı,28 May m.,Teze tikili
3,200,7,15,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,7,8,1800,Bakı,Ağ şəhər q.,Kohne tikili
3,90,16,21,1300,Bakı,8 Noyabr m.,Teze tikili
2,95,6,12,1200,Bakı,28 May m.,Teze tikili
2,105,9,17,1000,Bakı,8 Noyabr m.,Teze tikili
3,113,14,16,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
1,56,11,17,1000,Bakı,Nəsimi r.,Teze tikili
2,95,9,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,5,27,900,Bakı,8 Noyabr m.,Teze tikili
3,65,5,5,650,Bakı,Dərnəgül m.,Kohne tikili
3,120,14,19,1550,Bakı,İnşaatçılar m.,Teze tikili
3,140,2,16,1500,Bakı,Nərimanov r.,Teze tikili
3,103,21,21,700,Bakı,Yeni Yasamal q.,Teze tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
